мітка_часу,навантаження_мвт,температура_с,вітер_м_с,свято,потужність_мвт
2024-02-17 01:00:00,4064.0,0.8,5.6,0,5188.5
2024-02-17 02:00:00,4380.1,0.8,5.3,0,5117.5
2024-02-17 03:00:00,4323.1,1.1,4.6,0,5094.5
2024-02-17 04:00:00,3983.1,4.7,6.6,0,5067.3
2024-02-17 05:00:00,4248.5,1.2,2.9,0,5212.7
2024-02-17 06:00:00,4832.9,-0.9,3.6,0,5090.2
2024-02-17 07:00:00,4324.0,2.7,4.2,0,5184.4
2024-02-17 08:00:00,4501.3,3.4,1.9,0,5097.1
2024-02-17 09:00:00,5051.7,-3.8,4.5,0,5213.0
2024-02-17 10:00:00,4812.6,1.6,0.6,0,5257.4
2024-02-17 11:00:00,4691.0,1.9,6.1,0,5062.8
2024-02-17 12:00:00,5147.7,-1.1,4.1,0,5092.8
2024-02-17 13:00:00,4700.1,4.0,3.0,0,5185.7
2024-02-17 14:00:00,5213.8,-0.6,2.3,0,5172.7
2024-02-17 15:00:00,4826.9,0.2,3.5,0,5185.9
2024-02-17 16:00:00,4960.7,-0.7,5.4,0,5118.4
2024-02-17 17:00:00,4603.2,-0.1,5.1,0,5246.5
2024-02-17 18:00:00,4694.8,-3.5,2.6,0,5153.0
2024-02-17 19:00:00,4761.6,-4.5,2.3,0,5086.2
2024-02-17 20:00:00,4141.7,4.6,5.3,0,5134.4
2024-02-17 21:00:00,4652.9,-2.7,2.6,0,5086.9
2024-02-17 22:00:00,4427.1,-3.1,4.1,0,5226.6
2024-02-17 23:00:00,4667.2,-6.6,4.2,0,5114.1
2024-02-18 00:00:00,4213.6,-1.9,4.6,0,5174.0
2024-02-18 01:00:00,4402.3,-3.9,5.7,0,5125.9
2024-02-18 02:00:00,3823.8,5.0,1.5,0,5118.6
2024-02-18 03:00:00,3959.6,3.1,0.2,0,5053.9
2024-02-18 04:00:00,4199.2,-2.0,2.9,0,5179.3
2024-02-18 05:00:00,4030.9,6.8,7.6,0,5214.4
2024-02-18 06:00:00,4338.4,3.0,8.0,0,5103.6
2024-02-18 07:00:00,4729.8,-0.9,7.7,0,5072.1
2024-02-18 08:00:00,5178.5,-7.5,3.6,0,5189.6
2024-02-18 09:00:00,4613.7,6.9,0.4,0,5067.1
2024-02-18 10:00:00,5195.1,-4.1,0.7,0,5210.4
2024-02-18 11:00:00,5401.5,-4.9,2.8,0,5104.2
2024-02-18 12:00:00,4814.2,3.1,3.6,0,5094.2
2024-02-18 13:00:00,4502.1,7.3,6.6,0,5161.8
2024-02-18 14:00:00,4850.0,4.2,5.7,0,5097.5
2024-02-18 15:00:00,4879.5,1.7,4.5,0,5114.0
2024-02-18 16:00:00,4894.4,1.8,2.2,0,5167.1
2024-02-18 17:00:00,4706.6,2.6,2.1,0,5027.9
2024-02-18 18:00:00,4501.4,2.3,4.5,0,5231.5
2024-02-18 19:00:00,4655.0,0.9,5.4,0,5151.6
2024-02-18 20:00:00,4372.4,0.3,4.8,0,5084.7
2024-02-18 21:00:00,4439.0,-0.2,1.9,0,5098.5
2024-02-18 22:00:00,4520.0,-2.2,5.3,0,5199.0
2024-02-18 23:00:00,4203.7,-0.8,4.9,0,5179.4
2024-02-19 00:00:00,4530.0,-4.9,1.9,0,5221.0
2024-02-19 01:00:00,4189.6,-0.1,2.4,0,5117.5
2024-02-19 02:00:00,4389.6,-2.7,5.4,0,5166.5
2024-02-19 03:00:00,4286.5,-3.1,3.5,0,5173.0
2024-02-19 04:00:00,4261.6,0.8,7.2,0,5186.4
2024-02-19 05:00:00,3994.9,4.4,5.0,0,5208.0
2024-02-19 06:00:00,4491.6,3.0,3.0,0,5115.8
2024-02-19 07:00:00,4663.8,-4.5,4.0,0,5146.0
2024-02-19 08:00:00,4852.7,-2.7,4.1,0,5121.2
2024-02-19 09:00:00,4559.8,3.0,2.5,0,5149.0
2024-02-19 10:00:00,5167.9,-2.7,2.2,0,5186.6
2024-02-19 11:00:00,5226.3,-0.5,5.4,0,5069.0
2024-02-19 12:00:00,4998.9,1.9,5.7,0,5207.1
2024-02-19 13:00:00,5533.4,-2.7,5.2,0,5094.7
2024-02-19 14:00:00,4879.9,0.5,7.0,0,5136.3
2024-02-19 15:00:00,5112.0,-3.8,2.9,0,5213.9
2024-02-19 16:00:00,4940.6,-1.6,7.3,0,5168.1
2024-02-19 17:00:00,4777.7,1.2,2.2,0,5168.6
2024-02-19 18:00:00,4892.4,-4.6,2.0,0,5092.6
2024-02-19 19:00:00,4442.6,1.5,0.5,0,5099.5
2024-02-19 20:00:00,4540.3,0.2,3.1,0,5198.7
2024-02-19 21:00:00,4149.6,1.9,3.0,0,5122.2
2024-02-19 22:00:00,4119.8,0.9,5.1,0,5126.9
2024-02-19 23:00:00,3940.9,4.3,4.5,0,5199.9
2024-02-20 00:00:00,4097.9,0.8,1.6,0,5101.4
2024-02-20 01:00:00,4300.1,-0.9,3.2,0,5167.3
2024-02-20 02:00:00,4038.7,0.8,3.3,0,5156.0
2024-02-20 03:00:00,4035.8,2.0,0.4,0,5153.7
2024-02-20 04:00:00,4317.0,0.6,2.0,0,5128.0
2024-02-20 05:00:00,4435.3,0.5,2.5,0,5124.9
2024-02-20 06:00:00,4733.8,-1.7,6.9,0,5100.0
2024-02-20 07:00:00,4753.0,-1.6,4.4,0,5178.0
2024-02-20 08:00:00,4972.3,-3.8,5.3,0,5120.5
2024-02-20 09:00:00,4560.5,5.7,1.0,0,5202.3
2024-02-20 10:00:00,5119.8,-3.3,6.4,0,5142.7
2024-02-20 11:00:00,5091.8,-1.7,6.6,0,5101.0
2024-02-20 12:00:00,4993.8,-1.7,0.0,0,5142.0
2024-02-20 13:00:00,4969.5,3.1,2.6,0,5133.3
2024-02-20 14:00:00,5112.0,-0.5,5.0,0,5204.3
2024-02-20 15:00:00,4832.0,4.2,5.3,0,5135.4
2024-02-20 16:00:00,4759.3,-1.6,2.6,0,5140.1
2024-02-20 17:00:00,4765.5,1.3,3.4,0,5224.5
2024-02-20 18:00:00,4772.9,-2.1,2.8,0,5179.3
2024-02-20 19:00:00,4370.2,6.9,4.2,0,5237.0
2024-02-20 20:00:00,4734.2,-3.1,6.4,0,5216.8
2024-02-20 21:00:00,4334.3,1.3,2.5,0,5109.5
2024-02-20 22:00:00,4121.6,2.3,6.0,0,5203.4
2024-02-20 23:00:00,4168.0,1.7,2.4,0,5230.1
2024-02-21 00:00:00,4081.5,0.1,2.3,0,5232.7
2024-02-21 01:00:00,4139.9,0.2,5.6,0,5205.5
2024-02-21 02:00:00,4080.6,0.8,5.8,0,5204.4
2024-02-21 03:00:00,4441.0,0.2,5.7,0,5140.9
2024-02-21 04:00:00,4255.7,3.5,1.4,0,5114.2
2024-02-21 05:00:00,4101.2,7.3,3.1,0,5138.4
2024-02-21 06:00:00,4414.8,-1.1,5.6,0,5072.8
2024-02-21 07:00:00,4912.4,-3.5,4.1,0,5223.2
2024-02-21 08:00:00,4741.7,0.4,1.9,0,5141.9
2024-02-21 09:00:00,4470.5,8.4,4.9,0,5220.6
2024-02-21 10:00:00,5094.4,-1.8,2.6,0,5094.5
2024-02-21 11:00:00,4676.3,5.5,7.6,0,5210.2
2024-02-21 12:00:00,4736.0,5.7,7.1,0,5131.3
2024-02-21 13:00:00,4972.3,-1.0,5.2,0,5091.8
2024-02-21 14:00:00,4846.7,2.3,6.7,0,5237.4
2024-02-21 15:00:00,4716.3,5.5,4.1,0,5211.4
2024-02-21 16:00:00,5097.3,-0.5,5.5,0,5166.6
2024-02-21 17:00:00,4799.9,0.0,7.0,0,5157.8
2024-02-21 18:00:00,4806.6,-1.1,4.5,0,5178.0
2024-02-21 19:00:00,4604.3,-2.4,3.5,0,5165.8
2024-02-21 20:00:00,4725.3,-1.3,0.6,0,5116.4
2024-02-21 21:00:00,4672.0,-3.1,3.8,0,5135.5
2024-02-21 22:00:00,4323.7,0.7,5.6,0,5254.1
2024-02-21 23:00:00,4353.7,-1.7,5.9,0,5289.7
2024-02-22 00:00:00,4260.8,1.5,5.0,0,5236.3
2024-02-22 01:00:00,4289.4,-3.8,2.9,0,5182.1
2024-02-22 02:00:00,3999.0,1.8,0.0,0,5141.3
2024-02-22 03:00:00,4162.0,3.3,3.0,0,5118.3
2024-02-22 04:00:00,4682.3,-5.2,3.4,0,5121.6
2024-02-22 05:00:00,4174.8,1.9,3.4,0,5130.5
2024-02-22 06:00:00,4205.6,4.5,5.2,0,5265.7
2024-02-22 07:00:00,4964.2,-2.8,8.0,0,5248.5
2024-02-22 08:00:00,4446.9,5.8,4.2,0,5195.5
2024-02-22 09:00:00,4816.7,2.1,3.6,0,5110.2
2024-02-22 10:00:00,4924.6,-1.3,3.5,0,5202.8
2024-02-22 11:00:00,5058.5,0.7,4.2,0,5146.3
2024-02-22 12:00:00,4779.7,2.5,2.3,0,5050.5
2024-02-22 13:00:00,4831.2,1.0,4.2,0,5172.5
2024-02-22 14:00:00,4998.1,2.4,4.9,0,5116.1
2024-02-22 15:00:00,5299.5,-1.9,4.4,0,5117.8
2024-02-22 16:00:00,4852.5,1.3,4.9,0,5145.7
2024-02-22 17:00:00,5017.7,-3.4,4.9,0,5133.3
2024-02-22 18:00:00,4894.8,0.5,0.5,0,5156.5
2024-02-22 19:00:00,4722.7,-1.9,5.3,0,5154.1
2024-02-22 20:00:00,4584.4,-1.4,2.7,0,5064.4
2024-02-22 21:00:00,4321.3,4.5,1.8,0,5234.2
2024-02-22 22:00:00,4049.4,4.1,1.8,0,5109.0
2024-02-22 23:00:00,4026.0,2.6,4.9,0,5110.6
2024-02-23 00:00:00,4392.2,-2.2,3.6,0,5143.8
2024-02-23 01:00:00,4101.7,0.1,0.6,0,5154.9
2024-02-23 02:00:00,3933.8,4.7,5.0,0,5233.2
2024-02-23 03:00:00,4030.3,1.5,1.1,0,5173.7
2024-02-23 04:00:00,3901.0,8.0,4.3,0,5188.6
2024-02-23 05:00:00,4294.2,2.2,4.5,0,5174.0
2024-02-23 06:00:00,4527.2,1.6,5.8,0,5171.8
2024-02-23 07:00:00,4721.0,0.1,7.6,0,5175.8
2024-02-23 08:00:00,4731.4,1.4,1.3,0,5063.6
2024-02-23 09:00:00,4877.9,0.6,3.9,0,5147.8
2024-02-23 10:00:00,4766.2,3.2,3.4,0,5218.4
2024-02-23 11:00:00,4858.3,3.9,4.9,0,5357.4
2024-02-23 12:00:00,5062.8,-1.3,4.4,0,5100.1
2024-02-23 13:00:00,5059.6,-3.0,3.3,0,5181.4
2024-02-23 14:00:00,5490.7,-4.5,3.1,0,5131.7
2024-02-23 15:00:00,4949.6,2.6,1.8,0,5262.7
2024-02-23 16:00:00,5098.4,-2.3,6.0,0,5092.6
2024-02-23 17:00:00,5311.4,-5.4,4.9,0,5191.5
2024-02-23 18:00:00,4557.5,2.2,5.8,0,5089.9
2024-02-23 19:00:00,4077.1,8.5,3.4,0,5144.3
2024-02-23 20:00:00,4379.5,1.0,2.7,0,5158.6
2024-02-23 21:00:00,4270.5,3.5,1.8,0,5213.8
2024-02-23 22:00:00,4086.0,1.3,4.7,0,5106.4
2024-02-23 23:00:00,4123.7,0.7,1.9,0,5193.4
2024-02-24 00:00:00,4019.5,4.0,7.7,0,5163.2
2024-02-24 01:00:00,4044.8,0.4,1.4,0,5175.9
2024-02-24 02:00:00,4027.1,2.0,4.5,0,5210.2
2024-02-24 03:00:00,3908.6,2.2,7.1,0,5098.2
2024-02-24 04:00:00,4422.6,-0.8,5.2,0,5202.8
2024-02-24 05:00:00,4115.5,4.2,4.4,0,5133.9
2024-02-24 06:00:00,4378.7,0.7,2.1,0,5217.1
2024-02-24 07:00:00,4579.7,-1.0,1.2,0,5179.0
2024-02-24 08:00:00,4558.1,2.8,5.5,0,5151.8
2024-02-24 09:00:00,4812.8,-1.5,7.0,0,5132.8
2024-02-24 10:00:00,5090.1,1.3,3.1,0,5203.5
2024-02-24 11:00:00,4737.1,1.2,1.7,0,5225.4
2024-02-24 12:00:00,4766.9,4.5,0.9,0,5135.7
2024-02-24 13:00:00,4954.8,2.7,2.0,0,5105.7
2024-02-24 14:00:00,4946.8,1.2,3.8,0,5197.0
2024-02-24 15:00:00,4840.1,3.7,7.2,0,5089.9
2024-02-24 16:00:00,4561.6,5.4,5.3,0,5097.0
2024-02-24 17:00:00,4857.2,2.9,4.6,0,5109.2
2024-02-24 18:00:00,4582.2,1.3,3.2,0,5141.5
2024-02-24 19:00:00,4571.0,-2.7,2.8,0,5095.5
2024-02-24 20:00:00,4510.0,-2.0,6.8,0,5065.4
2024-02-24 21:00:00,4437.8,0.3,4.4,0,5105.5
2024-02-24 22:00:00,4340.7,-0.6,0.2,0,5194.4
2024-02-24 23:00:00,4286.0,0.7,2.7,0,5098.7
2024-02-25 00:00:00,4172.5,1.6,2.3,0,5147.3
2024-02-25 01:00:00,3968.8,3.0,2.9,0,5261.6
2024-02-25 02:00:00,4093.5,1.2,5.1,0,5161.8
2024-02-25 03:00:00,4060.8,2.9,3.8,0,5181.4
2024-02-25 04:00:00,4427.6,1.6,3.8,0,5117.0
2024-02-25 05:00:00,4741.2,-4.5,6.6,0,5272.5
2024-02-25 06:00:00,4803.6,-1.4,2.6,0,5137.2
2024-02-25 07:00:00,4682.2,1.0,7.7,0,5152.9
2024-02-25 08:00:00,4901.7,-2.2,2.7,0,5230.1
2024-02-25 09:00:00,4589.7,3.2,4.2,0,5155.2
2024-02-25 10:00:00,4630.3,6.0,3.4,0,5166.7
2024-02-25 11:00:00,4731.6,5.1,4.2,0,5150.2
2024-02-25 12:00:00,5046.2,0.8,4.9,0,5150.6
2024-02-25 13:00:00,4723.0,5.9,4.9,0,5182.8
2024-02-25 14:00:00,4781.0,1.9,2.5,0,5191.9
2024-02-25 15:00:00,5159.1,0.4,1.8,0,5132.1
2024-02-25 16:00:00,5006.0,-0.4,9.0,0,5126.0
2024-02-25 17:00:00,4715.7,0.5,3.0,0,5133.8
2024-02-25 18:00:00,4809.1,0.3,5.4,0,5094.2
2024-02-25 19:00:00,4457.6,2.0,0.8,0,5084.8
2024-02-25 20:00:00,4483.5,1.9,3.4,0,5179.2
2024-02-25 21:00:00,4432.0,1.5,3.7,0,5211.2
2024-02-25 22:00:00,4280.7,2.8,4.9,0,5207.8
2024-02-25 23:00:00,3970.9,5.0,1.4,0,5045.2
2024-02-26 00:00:00,3935.5,4.5,4.3,0,5154.0
2024-02-26 01:00:00,4282.6,-2.8,1.7,0,5111.1
2024-02-26 02:00:00,4458.3,-6.0,4.6,0,5173.4
2024-02-26 03:00:00,4021.5,4.5,1.9,0,5145.3
2024-02-26 04:00:00,4446.4,-2.4,2.3,0,5195.8
2024-02-26 05:00:00,4294.6,1.0,3.5,0,5165.3
2024-02-26 06:00:00,4534.9,-1.9,1.9,0,5071.4
2024-02-26 07:00:00,4872.5,-3.7,3.0,0,5117.9
2024-02-26 08:00:00,4545.8,3.3,1.6,0,5166.5
2024-02-26 09:00:00,4543.0,3.9,0.3,0,5170.7
2024-02-26 10:00:00,5082.2,-0.1,6.0,0,5096.0
2024-02-26 11:00:00,5633.5,-6.1,1.4,0,5089.4
2024-02-26 12:00:00,5210.5,0.0,3.6,0,5169.0
2024-02-26 13:00:00,4877.6,2.8,5.5,0,5096.1
2024-02-26 14:00:00,5288.1,-2.8,2.8,0,5082.8
2024-02-26 15:00:00,5083.0,2.2,2.3,0,5144.0
2024-02-26 16:00:00,4776.7,1.6,4.5,0,5141.8
2024-02-26 17:00:00,4768.4,3.4,6.2,0,5122.3
2024-02-26 18:00:00,4520.1,2.0,1.7,0,5131.0
2024-02-26 19:00:00,4906.8,-1.3,3.7,0,5166.9
2024-02-26 20:00:00,4203.0,5.2,0.5,0,5130.2
2024-02-26 21:00:00,4589.0,1.2,3.2,0,5169.8
2024-02-26 22:00:00,4422.4,1.6,4.1,0,5147.2
2024-02-26 23:00:00,4311.0,-1.1,2.3,0,5174.6
2024-02-27 00:00:00,4120.4,0.5,3.1,0,5212.0
2024-02-27 01:00:00,4265.7,-0.8,1.2,0,5210.1
2024-02-27 02:00:00,4131.6,1.4,4.2,0,5232.5
2024-02-27 03:00:00,3853.7,7.0,6.1,0,5210.0
2024-02-27 04:00:00,4297.9,-2.2,1.8,0,5180.1
2024-02-27 05:00:00,4551.9,-3.0,2.8,0,5146.5
2024-02-27 06:00:00,4082.7,6.3,5.0,0,5148.7
2024-02-27 07:00:00,4654.8,1.2,6.4,0,5124.2
2024-02-27 08:00:00,4900.4,-0.1,1.0,0,5168.4
2024-02-27 09:00:00,4673.8,5.0,3.7,0,5203.0
2024-02-27 10:00:00,5033.5,0.1,4.6,0,5131.8
2024-02-27 11:00:00,4525.2,7.4,3.8,0,5166.3
2024-02-27 12:00:00,4894.0,3.9,1.0,0,5134.3
2024-02-27 13:00:00,5192.6,0.4,5.0,0,5178.6
2024-02-27 14:00:00,4530.6,8.3,7.0,0,5140.7
2024-02-27 15:00:00,5085.3,0.1,4.2,0,5131.1
2024-02-27 16:00:00,4731.8,4.1,1.9,0,5134.1
2024-02-27 17:00:00,4902.3,2.8,3.0,0,5193.3
2024-02-27 18:00:00,4532.2,5.8,7.5,0,5163.3
2024-02-27 19:00:00,4350.3,6.6,5.8,0,5146.7
2024-02-27 20:00:00,4267.7,2.0,5.3,0,5181.2
2024-02-27 21:00:00,4477.5,-0.4,4.7,0,5147.4
2024-02-27 22:00:00,4149.9,3.3,2.7,0,5224.4
2024-02-27 23:00:00,4259.9,-0.2,3.6,0,5119.4
2024-02-28 00:00:00,3641.6,8.1,3.8,0,5160.6
2024-02-28 01:00:00,3971.3,2.5,5.1,0,5099.7
2024-02-28 02:00:00,4168.3,1.0,7.0,0,5152.6
2024-02-28 03:00:00,4244.5,2.6,6.2,0,5086.0
2024-02-28 04:00:00,4395.8,-1.9,1.2,0,5207.3
2024-02-28 05:00:00,4451.5,-0.8,4.4,0,5208.3
2024-02-28 06:00:00,4412.3,5.7,5.5,0,5209.2
2024-02-28 07:00:00,4643.0,0.1,5.2,0,5171.4
2024-02-28 08:00:00,4850.9,-1.0,2.7,0,5126.0
2024-02-28 09:00:00,4674.8,3.7,9.8,0,5129.9
2024-02-28 10:00:00,4522.3,5.7,1.4,0,5246.5
2024-02-28 11:00:00,4872.1,4.3,1.8,0,5241.7
2024-02-28 12:00:00,4740.6,5.1,4.5,0,5176.1
2024-02-28 13:00:00,5156.2,-0.2,8.2,0,5144.2
2024-02-28 14:00:00,5315.6,-2.2,2.3,0,5238.4
2024-02-28 15:00:00,4860.0,6.6,3.5,0,5135.2
2024-02-28 16:00:00,4808.5,1.1,6.2,0,5181.4
2024-02-28 17:00:00,4918.0,1.3,4.0,0,5237.6
2024-02-28 18:00:00,4523.1,6.1,3.3,0,5128.1
2024-02-28 19:00:00,4395.9,3.8,5.1,0,5211.4
2024-02-28 20:00:00,4421.4,3.5,4.5,0,5196.0
2024-02-28 21:00:00,4132.9,8.6,6.1,0,5168.0
2024-02-28 22:00:00,4263.6,0.2,6.6,0,5120.3
2024-02-28 23:00:00,4038.1,4.9,4.6,0,5133.7
2024-02-29 00:00:00,4143.2,2.5,4.6,0,5186.2
2024-02-29 01:00:00,4107.2,3.1,4.4,0,5100.6
2024-02-29 02:00:00,3946.0,6.9,5.0,0,5178.3
2024-02-29 03:00:00,4092.4,3.8,4.1,0,5198.8
2024-02-29 04:00:00,4193.0,3.9,4.0,0,5221.0
2024-02-29 05:00:00,4053.6,5.5,6.4,0,5101.8
2024-02-29 06:00:00,4512.5,1.2,7.0,0,5237.6
2024-02-29 07:00:00,4651.3,-0.2,1.0,0,5256.5
2024-02-29 08:00:00,4734.6,-0.8,4.0,0,5192.3
2024-02-29 09:00:00,5091.0,-3.6,2.6,0,5119.9
2024-02-29 10:00:00,4513.2,8.5,3.4,0,5155.3
2024-02-29 11:00:00,5199.9,-1.0,4.8,0,5169.4
2024-02-29 12:00:00,4906.8,1.7,5.3,0,5185.3
2024-02-29 13:00:00,4966.3,1.5,3.8,0,5172.9
2024-02-29 14:00:00,5004.3,3.2,0.2,0,5185.8
2024-02-29 15:00:00,4840.6,4.8,2.1,0,5167.2
2024-02-29 16:00:00,4800.0,4.9,5.8,0,5185.0
2024-02-29 17:00:00,5023.4,0.6,1.5,0,5148.7
2024-02-29 18:00:00,4753.1,1.8,6.4,0,5154.8
2024-02-29 19:00:00,4460.3,3.2,5.0,0,5143.0
2024-02-29 20:00:00,4487.7,1.6,6.6,0,5267.6
2024-02-29 21:00:00,4221.4,7.1,3.6,0,5244.9
2024-02-29 22:00:00,4425.8,3.8,0.1,0,5199.5
2024-02-29 23:00:00,4085.6,4.5,4.9,0,5238.0
2024-03-01 00:00:00,4054.2,4.5,6.5,0,5213.4
2024-03-01 01:00:00,3977.2,6.1,5.8,0,5182.6
2024-03-01 02:00:00,4079.7,3.1,2.7,0,5098.2
2024-03-01 03:00:00,4476.4,-1.4,4.2,0,5160.4
2024-03-01 04:00:00,4259.1,3.7,2.9,0,5156.7
2024-03-01 05:00:00,4462.2,0.6,2.4,0,5116.8
2024-03-01 06:00:00,4486.3,1.0,5.9,0,5099.2
2024-03-01 07:00:00,4289.8,4.3,1.6,0,5198.1
2024-03-01 08:00:00,4512.4,6.3,2.2,0,5189.7
2024-03-01 09:00:00,4789.7,2.6,1.8,0,5115.1
2024-03-01 10:00:00,4734.5,3.5,1.0,0,5136.2
2024-03-01 11:00:00,4500.1,7.6,4.3,0,5231.6
2024-03-01 12:00:00,5003.8,3.3,6.3,0,5129.6
2024-03-01 13:00:00,4335.7,10.3,3.6,0,5182.0
2024-03-01 14:00:00,4904.9,4.2,1.0,0,5164.0
2024-03-01 15:00:00,5359.8,-2.7,5.7,0,5198.8
2024-03-01 16:00:00,4779.5,4.8,7.4,0,5130.7
2024-03-01 17:00:00,4662.8,3.7,2.7,0,5178.0
2024-03-01 18:00:00,4304.9,6.4,3.0,0,5181.9
2024-03-01 19:00:00,4485.3,4.6,5.0,0,5185.0
2024-03-01 20:00:00,4571.2,2.1,7.2,0,5177.4
2024-03-01 21:00:00,4465.3,-1.1,3.0,0,5190.7
2024-03-01 22:00:00,4308.6,1.9,1.3,0,5283.1
2024-03-01 23:00:00,4446.4,-0.0,5.3,0,5301.6
2024-03-02 00:00:00,4226.4,1.0,5.6,0,5143.2
2024-03-02 01:00:00,3951.5,4.5,4.0,0,5059.3
2024-03-02 02:00:00,3938.2,7.8,2.9,0,5205.0
2024-03-02 03:00:00,4008.1,3.9,6.0,0,5184.5
2024-03-02 04:00:00,4283.6,-0.8,5.1,0,5228.2
2024-03-02 05:00:00,4318.3,4.1,2.5,0,5189.4
2024-03-02 06:00:00,4174.8,6.4,4.1,0,5178.1
2024-03-02 07:00:00,4614.2,0.9,1.3,0,5231.6
2024-03-02 08:00:00,4617.4,2.4,5.4,0,5238.6
2024-03-02 09:00:00,4715.3,2.8,3.5,0,5105.9
2024-03-02 10:00:00,5147.8,0.4,3.1,0,5134.3
2024-03-02 11:00:00,4973.5,4.7,3.9,0,5169.9
2024-03-02 12:00:00,5179.7,2.4,4.1,0,5180.1
2024-03-02 13:00:00,5019.9,4.0,5.8,0,5163.9
2024-03-02 14:00:00,5195.0,0.1,5.2,0,5196.9
2024-03-02 15:00:00,4872.0,1.5,3.7,0,5225.0
2024-03-02 16:00:00,4704.2,4.9,5.5,0,5261.3
2024-03-02 17:00:00,5050.0,1.6,4.8,0,5204.1
2024-03-02 18:00:00,4300.0,7.9,3.1,0,5132.6
2024-03-02 19:00:00,4760.3,1.6,3.8,0,5167.8
2024-03-02 20:00:00,4387.9,3.4,3.7,0,5171.4
2024-03-02 21:00:00,3887.5,5.6,5.0,0,5200.9
2024-03-02 22:00:00,4513.9,-1.5,3.3,0,5194.6
2024-03-02 23:00:00,4555.5,-2.5,3.2,0,5277.7
2024-03-03 00:00:00,4332.0,-1.6,7.9,0,5153.7
2024-03-03 01:00:00,4000.9,6.8,5.9,0,5196.1
2024-03-03 02:00:00,4014.9,1.3,2.5,0,5294.5
2024-03-03 03:00:00,3587.9,10.7,5.1,0,5147.6
2024-03-03 04:00:00,4324.0,1.3,4.2,0,5184.1
2024-03-03 05:00:00,4321.5,3.5,4.8,0,5129.6
2024-03-03 06:00:00,4284.6,7.6,4.3,0,5180.9
2024-03-03 07:00:00,4241.1,9.0,6.4,0,5137.8
2024-03-03 08:00:00,4155.9,9.2,4.7,0,5229.2
2024-03-03 09:00:00,4555.2,6.6,3.9,0,5184.2
2024-03-03 10:00:00,4718.3,6.1,6.1,0,5130.0
2024-03-03 11:00:00,4622.7,4.8,4.5,0,5218.8
2024-03-03 12:00:00,4814.0,5.3,4.2,0,5185.8
2024-03-03 13:00:00,5057.9,1.3,4.6,0,5224.5
2024-03-03 14:00:00,5061.9,0.5,3.8,0,5119.4
2024-03-03 15:00:00,4974.3,3.0,4.0,0,5195.3
2024-03-03 16:00:00,4769.0,2.5,2.8,0,5215.5
2024-03-03 17:00:00,4883.6,1.6,2.5,0,5155.6
2024-03-03 18:00:00,4578.5,5.1,2.0,0,5113.9
2024-03-03 19:00:00,4471.1,5.9,1.2,0,5174.7
2024-03-03 20:00:00,4286.5,3.3,2.2,0,5238.2
2024-03-03 21:00:00,3906.5,7.4,3.7,0,5233.1
2024-03-03 22:00:00,4426.1,-0.4,4.2,0,5155.4
2024-03-03 23:00:00,4141.5,2.4,3.5,0,5112.7
2024-03-04 00:00:00,4491.7,1.1,0.7,0,5156.8
2024-03-04 01:00:00,4414.3,-2.4,7.1,0,5155.0
2024-03-04 02:00:00,4106.0,3.0,6.2,0,5200.7
2024-03-04 03:00:00,4134.5,2.9,4.9,0,5173.1
2024-03-04 04:00:00,3833.6,7.8,7.8,0,5140.7
2024-03-04 05:00:00,4248.2,5.1,2.0,0,5233.6
2024-03-04 06:00:00,4575.3,0.1,7.8,0,5185.4
2024-03-04 07:00:00,4188.4,8.8,2.1,0,5200.2
2024-03-04 08:00:00,4429.0,6.9,4.5,0,5092.1
2024-03-04 09:00:00,4664.2,5.0,1.5,0,5057.2
2024-03-04 10:00:00,4712.8,2.5,4.0,0,5106.5
2024-03-04 11:00:00,5183.7,0.3,4.8,0,5154.4
2024-03-04 12:00:00,4948.4,2.1,3.7,0,5207.2
2024-03-04 13:00:00,4750.8,6.5,5.4,0,5061.3
2024-03-04 14:00:00,4724.2,8.9,4.2,0,5258.0
2024-03-04 15:00:00,4797.2,7.8,3.0,0,5186.9
2024-03-04 16:00:00,4766.3,1.8,2.9,0,5246.4
2024-03-04 17:00:00,4960.9,-0.1,5.6,0,5134.1
2024-03-04 18:00:00,4642.8,3.6,2.7,0,5203.6
2024-03-04 19:00:00,4685.8,-2.1,5.8,0,5182.7
2024-03-04 20:00:00,4431.5,4.2,6.4,0,5219.3
2024-03-04 21:00:00,4334.1,2.8,0.7,0,5166.7
2024-03-04 22:00:00,4300.0,1.8,6.3,0,5202.1
2024-03-04 23:00:00,4297.9,-1.6,8.1,0,5233.5
2024-03-05 00:00:00,4039.1,5.0,4.5,0,5147.4
2024-03-05 01:00:00,4233.2,1.9,5.2,0,5192.0
2024-03-05 02:00:00,4279.7,-0.1,6.1,0,5085.5
2024-03-05 03:00:00,4538.0,-5.2,3.4,0,5215.1
2024-03-05 04:00:00,4157.7,3.4,4.4,0,5277.7
2024-03-05 05:00:00,4014.4,8.8,1.4,0,5117.7
2024-03-05 06:00:00,4117.7,8.4,4.3,0,5175.4
2024-03-05 07:00:00,4687.5,2.1,5.0,0,5224.0
2024-03-05 08:00:00,4694.4,1.6,5.0,0,5181.5
2024-03-05 09:00:00,4533.0,4.9,6.1,0,5188.2
2024-03-05 10:00:00,5060.6,0.5,2.5,0,5160.4
2024-03-05 11:00:00,4801.5,4.4,2.9,0,5158.5
